Wall time,Step,Value
1554357542.6430278,0,0.3522147238254547
1554358850.970145,1,0.27354663610458374
1554359960.6272442,2,0.30009371042251587
1554361050.662609,3,0.2847578525543213
1554362121.1465676,4,0.2690245807170868
1554363215.7493243,5,0.27908211946487427
1554364314.557327,6,0.35238492488861084
1554365382.220994,7,0.29195472598075867
1554366508.5955524,8,0.2922053635120392
1554367676.3839164,9,0.2898244559764862
1554368841.713921,10,0.29299047589302063
1554370007.8052654,11,0.2954712212085724
1554371174.7459807,12,0.2853829264640808
1554372348.6673448,13,0.28526321053504944
1554373522.7684925,14,0.2849236726760864
1554374655.475216,15,0.2843763530254364
1554375792.8871267,16,0.275145560503006
1554376962.9308972,17,0.27596622705459595
1554378109.5482802,18,0.2826243042945862
1554379258.621784,19,0.2849523425102234
1554380383.0167813,20,0.2813549041748047
1554381502.206482,21,0.28182655572891235
1554382647.407794,22,0.28412777185440063
1554383760.2907434,23,0.28332653641700745
1554384886.5653808,24,0.2782946527004242
1554385993.8923724,25,0.28385129570961
1554387127.4697344,26,0.2866045832633972
1554388249.1237798,27,0.27633774280548096
1554389381.3459013,28,0.28748878836631775
1554390515.4360127,29,0.2855394184589386
1554391639.6459916,30,0.2880120277404785
1554392816.4986708,31,0.27923280000686646
1554393990.0435822,32,0.28456422686576843
1554395166.5330687,33,0.2869264781475067
1554396278.1004732,34,0.2867552936077118
1554397421.964473,35,0.27799004316329956
1554398539.3803039,36,0.29672086238861084
1554399685.1245813,37,0.2955787479877472
1554400791.9504652,38,0.27866166830062866
1554401896.3904924,39,0.2810837924480438
1554403005.5687823,40,0.27324342727661133
1554404146.8100848,41,0.27247586846351624
1554405296.4299397,42,0.2804172933101654
1554406446.9911714,43,0.28078675270080566
1554407624.2176704,44,0.27132296562194824
1554408793.504396,45,0.2783287763595581
1554409963.9895134,46,0.2794256806373596
1554411094.2895415,47,0.28489312529563904
1554412206.21474,48,0.28267809748649597
1554413338.683934,49,0.28634482622146606
