Wall time,Step,Value
1554140910.197621,0,0.4021944999694824
1554141595.7630692,1,0.3937491476535797
1554142284.029242,2,0.36219316720962524
1554142976.2978323,3,0.3226046562194824
1554143663.8786407,4,0.3145551085472107
1554144376.5848348,5,0.3343803286552429
1554145097.3334665,6,0.3456685245037079
1554145805.1315107,7,0.3530498445034027
1554146517.9544883,8,0.325461745262146
1554147220.3034012,9,0.30850303173065186
1554147884.876466,10,0.3023998439311981
1554148543.7892663,11,0.3147585391998291
1554149200.193044,12,0.3136514723300934
1554149859.627316,13,0.3240414559841156
1554150516.6866574,14,0.317229688167572
1554151170.403697,15,0.3126632869243622
1554151864.512512,16,0.322598934173584
1554152536.9993393,17,0.32555094361305237
1554153206.2814076,18,0.3140925467014313
1554153867.594962,19,0.32011693716049194
1554154536.0164185,20,0.31097015738487244
1554155185.5566418,21,0.30123788118362427
1554155850.47977,22,0.3025848865509033
1554156511.6050997,23,0.3276074230670929
1554157189.1665916,24,0.3172491490840912
1554157867.2738128,25,0.3116939961910248
1554158564.2676973,26,0.31994953751564026
1554159245.6212945,27,0.33018290996551514
1554159937.8199441,28,0.3144899010658264
1554160632.938793,29,0.3131042420864105
1554161313.8691888,30,0.3179583251476288
1554161992.0566025,31,0.3157730996608734
1554162663.3089037,32,0.3151490092277527
1554163319.1306207,33,0.31925225257873535
1554163978.8181784,34,0.3377997577190399
1554164637.21497,35,0.31512370705604553
1554165290.367747,36,0.3151378035545349
1554165963.89707,37,0.3192058205604553
1554166636.703977,38,0.31902968883514404
1554167318.9559798,39,0.3327942490577698
1554167991.3925414,40,0.32928720116615295
1554168662.446753,41,0.3200133144855499
1554169339.426621,42,0.3166084289550781
1554169990.886355,43,0.30695196986198425
1554170652.4124713,44,0.3254752457141876
1554171309.9028976,45,0.32389137148857117
1554171970.1630783,46,0.318153440952301
1554172625.459351,47,0.32691580057144165
1554173296.4951437,48,0.30770963430404663
1554173979.420984,49,0.32658064365386963
